Id,Rarity Score,Rank,Attribute Count,Punk Type,Full Type,Hair,Eyes,Facial Hair,Blemishes,Neck Accessory,Mouth Prop,Mouth,Nose,Ears
1632,144.41,1684,2,Male,Male-Mid,Top Hat,,Handlebars,,,,,,
1633,65.22,9189,3,Male,Male-Dark,Bandana,,,Mole,,Cigarette,,,
1634,152.08,1396,4,Female,Female-Dark,Wild Blonde,Clown Eyes Blue,,Mole,,,Black Lipstick,,
1635,187.51,701,3,Female,Female-Light,Orange Side,,,,,,Hot Lipstick,,Earring
1636,207.82,543,5,Male,Male-Dark,Do-rag,Regular Shades,Normal Beard Black,,,Cigarette,Frown,,
1637,139.57,1946,3,Female,Female-Light,Wild Blonde,3D Glasses,,,,,Hot Lipstick,,
1638,91.21,6430,2,Male,Male-Light,Do-rag,,Front Beard Dark,,,,,,
1639,61.54,9575,2,Male,Male-Dark,Mohawk,,Shadow Beard,,,,,,
1640,134.9,2200,3,Male,Male-Mid,Fedora,VR,Mustache,,,,,,
1641,95.64,5879,3,Male,Male-Light,Knitted Cap,,,Mole,,,Frown,,
1642,90.82,6477,3,Male,Male-Light,Mohawk Dark,,Normal Beard,Mole,,,,,
1643,84.69,7104,2,Male,Male-Dark,Frumpy Hair,,,,,,Smile,,
1644,126.95,2732,2,Male,Male-Dark,Hoodie,,Big Beard,,,,,,
1645,97.87,5604,3,Female,Female-Dark,Tassle Hat,,,,,,Purple Lipstick,,Earring
1646,80.4,7600,3,Male,Male-Light,Knitted Cap,,Luxurious Beard,,,,,,Earring
1647,113.58,3902,2,Male,Male-Dark,Purple Hair,Eye Mask,,,,,,,
1648,84.7,7101,3,Female,Female-Mid,Mohawk Thin,Clown Eyes Green,,,,,Purple Lipstick,,
1649,97.34,5670,4,Male,Male-Albino,Crazy Hair,Regular Shades,Shadow Beard,,,,,,Earring
1650,121.32,3270,3,Male,Male-Light,Messy Hair,,Normal Beard Black,,,,,Clown Nose,
1651,295.27,152,3,Male,Male-Mid,Beanie,Big Shades,Muttonchops,,,,,,
1652,110.99,4124,4,Female,Female-Dark,Tassle Hat,,,,,Cigarette,Hot Lipstick,,Earring
1653,122.89,3109,4,Male,Male-Mid,Hoodie,Clown Eyes Green,Normal Beard,,,,,,Earring
1654,103.66,5028,2,Female,Female-Mid,Mohawk,,,,,Medical Mask,,,
1655,113.98,3880,3,Male,Male-Light,Peak Spike,Clown Eyes Green,,,,,Frown,,
1656,224.27,421,3,Male,Male-Light,Purple Hair,Regular Shades,,,,,Buck Teeth,,
1657,65.61,9160,2,Male,Male-Mid,Cap,Horned Rim Glasses,,,,,,,
1658,290.02,166,1,Zombie,Zombie,Stringy Hair,,,,,,,,
1659,127.11,2722,2,Female,Female-Light,Straight Hair,Purple Eye Shadow,,,,,,,
1660,74.46,8489,2,Male,Male-Light,Bandana,,Normal Beard,,,,,,
1661,132,2346,3,Female,Female-Light,Blonde Short,Nerd Glasses,,,,,Black Lipstick,,
1662,161.04,1161,4,Female,Female-Light,Straight Hair Dark,Purple Eye Shadow,,Mole,,,Purple Lipstick,,
1663,123.18,3083,3,Male,Male-Albino,Purple Hair,Regular Shades,,Mole,,,,,
1664,68.03,9022,2,Female,Female-Dark,Cap,,,,,,Purple Lipstick,,
1665,80.87,7543,2,Male,Male-Albino,Cap Forward,,,,,Cigarette,,,
1666,122.95,3106,3,Female,Female-Dark,Straight Hair Dark,Regular Shades,,,,,Purple Lipstick,,
1667,77.02,8131,2,Male,Male-Mid,Frumpy Hair,,Luxurious Beard,,,,,,
1668,79.21,7736,3,Male,Male-Dark,Mohawk Dark,,Goat,,,,,,Earring
1669,206.81,556,2,Female,Female-Mid,Red Mohawk,Welding Goggles,,,,,,,
1670,84.99,7056,3,Female,Female-Dark,Stringy Hair,Purple Eye Shadow,,,,,,,Earring
1671,141.62,1825,2,Female,Female-Albino,Straight Hair,Blue Eye Shadow,,,,,,,
1672,62.79,9426,2,Female,Female-Mid,Mohawk Dark,,,Mole,,,,,
1673,62.96,9406,2,Male,Male-Light,Headband,Classic Shades,,,,,,,
1674,88.39,6716,2,Male,Male-Albino,Hoodie,,Shadow Beard,,,,,,
1675,88.8,6684,3,Male,Male-Light,Police Cap,Regular Shades,,,,,,,Earring
1676,58.02,9830,2,Male,Male-Mid,Frumpy Hair,,,Mole,,,,,
1677,125.76,2824,1,Male,Male-Mid,,,Front Beard Dark,,,,,,
1678,103.26,5081,2,Female,Female-Mid,,Clown Eyes Green,,,,,Purple Lipstick,,
1679,180.89,774,5,Female,Female-Light,Tassle Hat,Horned Rim Glasses,,,,Cigarette,Purple Lipstick,,Earring
1680,125.83,2818,3,Male,Male-Albino,Headband,,Chinstrap,,,Vape,,,
1681,135.59,2160,1,Female,Female-Albino,Red Mohawk,,,,,,,,
1682,173.67,894,3,Male,Male-Light,Top Hat,3D Glasses,Chinstrap,,,,,,
1683,93.44,6145,3,Male,Male-Dark,Mohawk Dark,Big Shades,Mustache,,,,,,
1684,379.97,62,2,Female,Female-Dark,Orange Side,,,,Choker,,,,
1685,74.5,8487,2,Male,Male-Light,Hoodie,Nerd Glasses,,,,,,,
1686,59.27,9764,2,Male,Male-Dark,Messy Hair,Big Shades,,,,,,,
1687,124.49,2948,2,Male,Male-Dark,Top Hat,Horned Rim Glasses,,,,,,,
1688,83.62,7242,3,Female,Female-Mid,Stringy Hair,Clown Eyes Green,,,,,Purple Lipstick,,
1689,121.43,3257,2,Female,Female-Albino,Straight Hair,,,,,,Black Lipstick,,
1690,71.74,8722,3,Male,Male-Light,Bandana,Horned Rim Glasses,,Mole,,,,,
1691,129.4,2543,3,Female,Female-Light,Straight Hair,Clown Eyes Green,,,,,Black Lipstick,,
1692,71.34,8765,3,Male,Male-Dark,Knitted Cap,,Shadow Beard,,,Cigarette,,,
1693,73.4,8579,2,Female,Female-Dark,Crazy Hair,Clown Eyes Green,,,,,,,
1694,147.33,1556,3,Female,Female-Mid,Pink With Hat,,,,,,Black Lipstick,,Earring
1695,90.8,6479,3,Male,Male-Dark,Shaved Head,,Chinstrap,,,,,,Earring
1696,60.04,9711,2,Male,Male-Mid,Stringy Hair,,Shadow Beard,,,,,,
1697,93.01,6199,3,Female,Female-Albino,Mohawk Thin,Big Shades,,Mole,,,,,
1698,66.97,9079,2,Male,Male-Mid,Wild Hair,Clown Eyes Green,,,,,,,
1699,57.04,9867,2,Male,Male-Mid,Shaved Head,,,,,,,,Earring
1700,128.13,2635,2,Female,Female-Mid,Half Shaved,Blue Eye Shadow,,,,,,,
1701,61.93,9526,3,Male,Male-Light,Mohawk,Horned Rim Glasses,,,,,,,Earring
1702,160.43,1176,3,Male,Male-Dark,Clown Hair Green,,Front Beard,,,,Frown,,
1703,199.86,614,4,Male,Male-Dark,Do-rag,3D Glasses,Muttonchops,Rosy Cheeks,,,,,
1704,79.95,7650,3,Male,Male-Light,Peak Spike,Classic Shades,,,,Cigarette,,,
1705,62.88,9414,2,Female,Female-Light,Mohawk,Nerd Glasses,,,,,,,
1706,107.94,4509,2,Female,Female-Mid,Red Mohawk,,,,,,Black Lipstick,,
1707,84.82,7076,3,Female,Female-Dark,Wild Hair,Clown Eyes Blue,,,,,Purple Lipstick,,
1708,113.29,3923,1,Male,Male-Albino,Fedora,,,,,,,,
1709,89.06,6665,2,Male,Male-Mid,Peak Spike,,Front Beard,,,,,,
1710,219.23,469,3,Female,Female-Mid,Orange Side,Classic Shades,,,,Pipe,,,
1711,124.77,2914,2,Female,Female-Dark,Straight Hair Dark,Eye Mask,,,,,,,
1712,86.65,6875,2,Male,Male-Light,Police Cap,Regular Shades,,,,,,,
1713,49.39,9964,2,Female,Female-Mid,Stringy Hair,,,,,,,,Earring
1714,333.87,79,3,Female,Female-Albino,Straight Hair Blonde,Classic Shades,,,Choker,,,,
1715,127.65,2677,2,Female,Female-Light,Half Shaved,Green Eye Shadow,,,,,,,
1716,72.46,8664,2,Male,Male-Albino,Mohawk Thin,,Shadow Beard,,,,,,
1717,101.79,5232,4,Male,Male-Light,Bandana,Eye Patch,Chinstrap,,,,,,Earring
1718,120.81,3321,2,Male,Male-Albino,,,Luxurious Beard,Mole,,,,,
1719,88.77,6687,3,Male,Male-Albino,Cap Forward,Nerd Glasses,,,,,,,Earring
1720,139.66,1940,3,Male,Male-Mid,Cowboy Hat,Big Shades,Normal Beard,,,,,,
1721,148.45,1509,3,Female,Female-Mid,Pigtails,,,,,,Black Lipstick,,Earring
1722,122.13,3186,3,Male,Male-Light,Fedora,Nerd Glasses,Normal Beard Black,,,,,,
1723,64.38,9256,2,Male,Male-Light,Cap,Nerd Glasses,,,,,,,
1724,71.79,8716,2,Female,Female-Dark,Mohawk,Clown Eyes Blue,,,,,,,
1725,59.82,9726,2,Female,Female-Mid,Messy Hair,,,,,,Hot Lipstick,,
1726,160.08,1183,4,Female,Female-Light,Clown Hair Green,,,Mole,,Vape,Hot Lipstick,,
1727,74.99,8436,2,Male,Male-Mid,Stringy Hair,3D Glasses,,,,,,,
1728,104.36,4950,3,Male,Male-Dark,Mohawk Thin,Small Shades,,,,,Frown,,
1729,167.95,993,3,Male,Male-Dark,,Nerd Glasses,Luxurious Beard,,Gold Chain,,,,
1730,164.88,1067,2,Female,Female-Light,Pink With Hat,Green Eye Shadow,,,,,,,
1731,79.9,7658,2,Male,Male-Dark,Cap Forward,Eye Patch,,,,,,,
1732,105.22,4862,3,Male,Male-Dark,Police Cap,3D Glasses,,,,,,,Earring
1733,64.37,9259,2,Female,Female-Light,Mohawk Thin,Regular Shades,,,,,,,
1734,85.64,6987,3,Female,Female-Mid,Mohawk Thin,Clown Eyes Green,,,,,Black Lipstick,,
1735,51.32,9948,2,Female,Female-Light,Mohawk Dark,,,,,,,,Earring
1736,107.7,4541,2,Female,Female-Light,Straight Hair Dark,,,,,,Black Lipstick,,
1737,71.22,8777,2,Male,Male-Mid,Mohawk,VR,,,,,,,
1738,107.57,4555,2,Female,Female-Dark,Blonde Bob,,,,,,Purple Lipstick,,
1739,82.3,7383,2,Male,Male-Dark,Shaved Head,VR,,,,,,,
1740,59.43,9760,2,Female,Female-Dark,Bandana,,,,,,Hot Lipstick,,
1741,104.99,4885,1,Male,Male-Mid,,Big Shades,,,,,,,
1742,63.36,9357,2,Female,Female-Dark,Stringy Hair,Big Shades,,,,,,,
1743,59.48,9757,2,Male,Male-Light,Wild Hair,Big Shades,,,,,,,
1744,154.54,1330,3,Female,Female-Light,Straight Hair Dark,Big Shades,,,,,,Clown Nose,
1745,86.72,6862,2,Male,Male-Mid,Do-rag,3D Glasses,,,,,,,
1746,140.54,1893,3,Female,Female-Albino,Dark Hair,Green Eye Shadow,,,,,,,Earring
1747,71.36,8760,2,Female,Female-Mid,Mohawk,Clown Eyes Green,,,,,,,
1748,336.54,75,3,Zombie,Zombie,Knitted Cap,,Front Beard,,,,Frown,,
1749,121.02,3302,3,Female,Female-Dark,Blonde Bob,Nerd Glasses,,,,,Hot Lipstick,,
1750,139.98,1918,3,Female,Female-Dark,Wild Blonde,Eye Mask,,,,,Purple Lipstick,,
1751,147.8,1535,2,Female,Female-Light,Pigtails,Horned Rim Glasses,,,,,,,
1752,110.31,4210,3,Female,Female-Light,Half Shaved,,,,,,Black Lipstick,,Earring
1753,123.13,3087,2,Male,Male-Light,Frumpy Hair,,,Spots,,,,,
1754,71.92,8705,2,Female,Female-Dark,Mohawk,Clown Eyes Green,,,,,,,
1755,130.24,2468,3,Male,Male-Mid,Crazy Hair,VR,,,Gold Chain,,,,
1756,99.87,5412,3,Male,Male-Albino,Knitted Cap,,Front Beard,,,Cigarette,,,
1757,69.66,8903,2,Male,Male-Dark,Shaved Head,Nerd Glasses,,,,,,,
1758,66.31,9117,3,Female,Female-Mid,Mohawk,Regular Shades,,,,,,,Earring
1759,223.26,430,2,Female,Female-Mid,Pilot Helmet,,,,,,Hot Lipstick,,
1760,73.01,8618,3,Male,Male-Mid,Cap,Nerd Glasses,,,,Cigarette,,,
1761,128.69,2603,2,Female,Female-Dark,Half Shaved,Blue Eye Shadow,,,,,,,
1762,151.5,1414,4,Male,Male-Mid,Frumpy Hair,Small Shades,,Rosy Cheeks,,,,,Earring
1763,129.3,2551,3,Male,Male-Dark,Purple Hair,Regular Shades,Muttonchops,,,,,,
1764,61.88,9535,3,Male,Male-Light,Frumpy Hair,Big Shades,,,,,,,Earring
1765,128.46,2618,2,Female,Female-Light,Clown Hair Green,Purple Eye Shadow,,,,,,,
1766,118.21,3516,2,Female,Female-Light,Straight Hair Blonde,Clown Eyes Blue,,,,,,,
1767,78.68,7833,2,Male,Male-Mid,Bandana,,Front Beard Dark,,,,,,
1768,96.12,5806,3,Female,Female-Light,Crazy Hair,3D Glasses,,,,,Black Lipstick,,
1769,93.94,6087,2,Male,Male-Dark,Cap Forward,,Mustache,,,,,,
1770,100.53,5350,3,Male,Male-Dark,Frumpy Hair,Regular Shades,,,,,Smile,,
1771,72.15,8689,3,Male,Male-Albino,Cap,,,,,Cigarette,,,Earring
1772,82.05,7415,2,Female,Female-Light,Messy Hair,Blue Eye Shadow,,,,,,,
1773,139.01,1977,3,Male,Male-Light,Vampire Hair,Eye Patch,Muttonchops,,,,,,
1774,59.77,9736,2,Male,Male-Mid,Knitted Cap,Nerd Glasses,,,,,,,
1775,244.64,311,3,Female,Female-Mid,Tiara,Purple Eye Shadow,,,,,,,Earring
1776,76.04,8298,2,Female,Female-Albino,Mohawk Thin,,,,,,Hot Lipstick,,
1777,147.12,1566,2,Male,Male-Light,Vampire Hair,,,,Gold Chain,,,,
1778,85.77,6972,2,Male,Male-Mid,Do-rag,,Muttonchops,,,,,,
1779,90.73,6491,3,Female,Female-Light,Cap,Clown Eyes Green,,,,,Purple Lipstick,,
1780,114.73,3834,2,Female,Female-Mid,Wild White Hair,Horned Rim Glasses,,,,,,,
1781,78.3,7902,2,Male,Male-Light,Headband,,Normal Beard,,,,,,
1782,130.45,2452,3,Male,Male-Dark,Cowboy Hat,,Handlebars,,,,,,Earring
1783,75.16,8419,1,Female,Female-Light,Mohawk Thin,,,,,,,,
1784,117.83,3547,3,Male,Male-Light,Crazy Hair,Classic Shades,,,,Medical Mask,,,
1785,46.07,9991,2,Male,Male-Light,Wild Hair,,,,,,,,Earring
1786,65.01,9206,2,Female,Female-Light,Wild Hair,Classic Shades,,,,,,,
1787,65.66,9157,2,Male,Male-Light,Bandana,Small Shades,,,,,,,
1788,63.17,9377,3,Male,Male-Mid,Mohawk,Classic Shades,,,,,,,Earring
1789,138.41,2006,2,Female,Female-Light,Blonde Short,Purple Eye Shadow,,,,,,,
1790,86.93,6842,3,Male,Male-Albino,Headband,Horned Rim Glasses,,Mole,,,,,
1791,93.41,6151,2,Male,Male-Light,,Classic Shades,,Mole,,,,,
1792,79.28,7725,3,Male,Male-Dark,Mohawk Thin,,Normal Beard Black,,,,,,Earring
1793,124.75,2919,2,Female,Female-Mid,Mohawk Thin,,,Rosy Cheeks,,,,,
1794,93.8,6104,3,Male,Male-Albino,Wild Hair,,,,,,Frown,,Earring
1795,157.22,1248,4,Female,Female-Mid,Messy Hair,Horned Rim Glasses,,Rosy Cheeks,,,Hot Lipstick,,
1796,137.71,2049,3,Female,Female-Dark,Bandana,,,Rosy Cheeks,,,Black Lipstick,,
1797,132.69,2312,4,Male,Male-Dark,Mohawk,Classic Shades,Muttonchops,,,Vape,,,
1798,118.43,3499,3,Male,Male-Mid,Cap Forward,,,,,Medical Mask,,,Earring
1799,124.95,2899,3,Female,Female-Light,Half Shaved,Classic Shades,,,,,Black Lipstick,,
1800,114.29,3863,4,Female,Female-Mid,Stringy Hair,Blue Eye Shadow,,Mole,,,Purple Lipstick,,
1801,128.97,2582,2,Female,Female-Light,Crazy Hair,,,Spots,,,,,
1802,170.04,951,4,Male,Male-Light,Fedora,Nerd Glasses,Big Beard,,,Cigarette,,,
1803,75.62,8356,3,Female,Female-Dark,Frumpy Hair,Nerd Glasses,,,,,Hot Lipstick,,
1804,61.44,9579,2,Female,Female-Light,Messy Hair,,,Mole,,,,,
1805,70.73,8827,2,Male,Male-Mid,Do-rag,Regular Shades,,,,,,,
1806,120.55,3341,3,Female,Female-Light,Dark Hair,Eye Patch,,,,,Hot Lipstick,,
1807,82.63,7356,2,Female,Female-Light,Messy Hair,Purple Eye Shadow,,,,,,,
1808,79.95,7651,3,Male,Male-Mid,Messy Hair,,Front Beard,,,,,,Earring
1809,91.25,6425,3,Male,Male-Mid,Cap,,Mustache,,,Cigarette,,,
1810,59.49,9755,2,Male,Male-Mid,Wild Hair,Big Shades,,,,,,,
1811,119.32,3420,2,Male,Male-Light,Vampire Hair,,,,,Pipe,,,
1812,100.22,5378,4,Male,Male-Mid,Headband,Nerd Glasses,Normal Beard,,,,,,Earring
1813,80.58,7577,3,Female,Female-Dark,Mohawk Dark,Classic Shades,,,,,Black Lipstick,,
1814,76.29,8267,2,Male,Male-Light,Knitted Cap,,Muttonchops,,,,,,
1815,82.65,7352,2,Female,Female-Dark,Mohawk,Green Eye Shadow,,,,,,,
1816,112.33,4001,2,Female,Female-Dark,Blonde Short,,,,,Cigarette,,,
1817,80.58,7578,3,Female,Female-Albino,Crazy Hair,,,,,,Purple Lipstick,,Earring
1818,117.56,3573,2,Female,Female-Dark,Blonde Short,,,Mole,,,,,
1819,172.87,901,4,Male,Male-Albino,Police Cap,Classic Shades,Big Beard,,,,,,Earring
1820,140.65,1888,3,Male,Male-Light,Messy Hair,Eye Mask,Big Beard,,,,,,
1821,206.66,558,1,Female,Female-Mid,,Welding Goggles,,,,,,,
1822,106.26,4730,3,Male,Male-Dark,Cap,Small Shades,Normal Beard Black,,,,,,
1823,88.82,6680,3,Male,Male-Mid,Shaved Head,,Goat,,,,,,Earring
1824,77.53,8033,2,Male,Male-Light,Knitted Cap,,Normal Beard,,,,,,
1825,102.11,5203,2,Male,Male-Dark,Police Cap,,Muttonchops,,,,,,
1826,109.6,4297,3,Female,Female-Light,Frumpy Hair,Horned Rim Glasses,,,,,,Clown Nose,
1827,82.65,7353,2,Female,Female-Dark,Mohawk Thin,Green Eye Shadow,,,,,,,
1828,110.31,4211,3,Female,Female-Light,Blonde Bob,,,,,,Black Lipstick,,Earring
1829,65.95,9141,2,Female,Female-Light,Mohawk Dark,Classic Shades,,,,,,,
1830,84.33,7153,3,Male,Male-Dark,Knitted Cap,,Front Beard Dark,,,,,,Earring
1831,185.03,729,4,Male,Male-Mid,Bandana,Horned Rim Glasses,Big Beard,,,Medical Mask,,,
1832,59.27,9765,2,Male,Male-Dark,Messy Hair,Horned Rim Glasses,,,,,,,
1833,94.85,5969,3,Male,Male-Dark,Frumpy Hair,Nerd Glasses,Handlebars,,,,,,
1834,66.04,9133,3,Male,Male-Mid,Cap,,,Mole,,,,,Earring
1835,95.73,5862,3,Female,Female-Dark,Frumpy Hair,Blue Eye Shadow,,,,,Hot Lipstick,,
1836,76.47,8232,2,Male,Male-Light,Cap Forward,Horned Rim Glasses,,,,,,,
1837,64.07,9288,2,Female,Female-Mid,Crazy Hair,,,,,,Black Lipstick,,
1838,57.49,9849,2,Female,Female-Dark,Mohawk Thin,,,,,Cigarette,,,
1839,1052.27,28,6,Male,Male-Dark,Knitted Cap,Nerd Glasses,Mustache,,,Cigarette,Smile,,Earring
1840,55.62,9896,3,Male,Male-Light,Mohawk Dark,,,,,Cigarette,,,Earring
1841,96.92,5712,3,Female,Female-Dark,Mohawk Thin,Green Eye Shadow,,,,,Black Lipstick,,
1842,60.91,9640,2,Male,Male-Mid,Bandana,Eye Patch,,,,,,,
1843,90.26,6539,3,Male,Male-Albino,Wild Hair,,Luxurious Beard,,,,,,Earring
1844,119.22,3428,2,Female,Female-Light,Blonde Short,Regular Shades,,,,,,,
1845,60.7,9658,2,Male,Male-Light,Mohawk Dark,Regular Shades,,,,,,,
1846,125.24,2870,2,Male,Male-Dark,Cowboy Hat,,Luxurious Beard,,,,,,
1847,65.31,9184,3,Female,Female-Dark,Mohawk,,,,,,Black Lipstick,,Earring
1848,66.48,9109,2,Male,Male-Dark,Stringy Hair,Clown Eyes Blue,,,,,,,
1849,137.38,2067,3,Female,Female-Mid,Dark Hair,Green Eye Shadow,,,,,Black Lipstick,,
1850,109.58,4301,2,Female,Female-Light,Wild Blonde,,,,,,Black Lipstick,,
1851,190.85,672,4,Male,Male-Mid,Purple Hair,Eye Mask,Handlebars,,,,Frown,,
1852,47.02,9978,2,Male,Male-Mid,Mohawk Dark,,,,,,,,Earring
1853,99.42,5455,3,Male,Male-Mid,Cap Forward,,Front Beard Dark,,,,,,Earring
1854,251.6,292,4,Female,Female-Albino,Blonde Short,Welding Goggles,,,,,Hot Lipstick,,Earring
1855,49.15,9965,2,Female,Female-Dark,Bandana,,,,,,,,Earring
1856,66.59,9100,3,Female,Female-Dark,Mohawk Thin,Horned Rim Glasses,,,,,,,Earring
1857,138.7,1997,3,Female,Female-Light,Straight Hair Dark,Eye Mask,,,,,Black Lipstick,,
1858,58.7,9799,2,Male,Male-Light,Stringy Hair,Big Shades,,,,,,,
1859,84.83,7075,2,Female,Female-Mid,Crazy Hair,Purple Eye Shadow,,,,,,,
1860,134.77,2205,2,Female,Female-Dark,Wild White Hair,Purple Eye Shadow,,,,,,,
1861,83.99,7203,3,Female,Female-Mid,Messy Hair,Blue Eye Shadow,,,,,,,Earring
1862,61.84,9541,2,Male,Male-Light,Messy Hair,Eye Patch,,,,,,,
1863,117.35,3594,4,Male,Male-Mid,Shaved Head,Eye Patch,Front Beard Dark,,,,,,Earring
1864,125.88,2811,3,Male,Male-Mid,Clown Hair Green,Clown Eyes Blue,,Mole,,,,,
1865,216.52,479,2,Female,Female-Light,Blonde Short,Welding Goggles,,,,,,,
1866,107.22,4605,2,Female,Female-Light,Blonde Bob,,,,,,Purple Lipstick,,
1867,90,6570,3,Male,Male-Light,Messy Hair,Regular Shades,Muttonchops,,,,,,
1868,84.95,7065,2,Female,Female-Light,Headband,Blue Eye Shadow,,,,,,,
1869,122.63,3140,2,Female,Female-Dark,Wild Blonde,VR,,,,,,,
1870,105.42,4836,2,Female,Female-Dark,Knitted Cap,,,,,Medical Mask,,,
1871,86.26,6923,2,Male,Male-Light,Headband,,,,,,Smile,,
1872,109.51,4313,2,Female,Female-Mid,Half Shaved,Regular Shades,,,,,,,
1873,117.11,3618,2,Female,Female-Albino,Straight Hair Dark,,,,,Cigarette,,,
1874,79.22,7733,3,Male,Male-Mid,Headband,,Muttonchops,,,,,,Earring
1875,107.74,4534,2,Female,Female-Light,Straight Hair Blonde,,,,,,Hot Lipstick,,
1876,130.57,2442,3,Female,Female-Mid,Wild Blonde,Clown Eyes Green,,,,,Hot Lipstick,,
1877,87.26,6810,3,Female,Female-Dark,Knitted Cap,Purple Eye Shadow,,,,,,,Earring
1878,118.24,3512,4,Male,Male-Light,Hoodie,Big Shades,,,,Vape,,,Earring
1879,98.21,5567,4,Male,Male-Mid,Frumpy Hair,Nerd Glasses,Normal Beard,,,,,,Earring
1880,99.06,5481,2,Male,Male-Dark,Fedora,Small Shades,,,,,,,
1881,120.6,3337,3,Female,Female-Light,Straight Hair Dark,,,Mole,,,Purple Lipstick,,
1882,74.81,8458,2,Male,Male-Mid,Wild Hair,,Muttonchops,,,,,,
1883,107.06,4627,1,Female,Female-Light,,,,,,,Purple Lipstick,,
1884,161.71,1139,3,Male,Male-Albino,Peak Spike,,Chinstrap,,Silver Chain,,,,
1885,116.15,3715,2,Female,Female-Dark,Tassle Hat,Green Eye Shadow,,,,,,,
1886,280.41,200,2,Zombie,Zombie,Messy Hair,,Shadow Beard,,,,,,
1887,85.59,6993,2,Male,Male-Dark,Police Cap,Nerd Glasses,,,,,,,
1888,97.24,5683,2,Female,Female-Mid,Wild Blonde,,,,,,,,Earring
1889,87.4,6799,2,Male,Male-Mid,Peak Spike,,Luxurious Beard,,,,,,
1890,98.35,5550,4,Male,Male-Dark,Knitted Cap,,Front Beard Dark,,,Cigarette,,,Earring
1891,79.43,7705,2,Male,Male-Mid,Police Cap,,,,,Cigarette,,,
1892,96.05,5819,1,Female,Female-Albino,Cap,,,,,,,,
1893,82.58,7361,3,Female,Female-Mid,Stringy Hair,Clown Eyes Blue,,,,,Hot Lipstick,,
1894,74.15,8516,2,Male,Male-Mid,Stringy Hair,Eye Mask,,,,,,,
1895,76.48,8228,3,Female,Female-Light,Bandana,Horned Rim Glasses,,,,,Black Lipstick,,
1896,64.4,9251,2,Male,Male-Mid,Cap,Nerd Glasses,,,,,,,
1897,103.63,5034,3,Male,Male-Mid,Mohawk Dark,VR,Goat,,,,,,
1898,85.09,7046,3,Male,Male-Dark,Headband,,Front Beard Dark,,,,,,Earring
1899,76.66,8198,2,Male,Male-Mid,Frumpy Hair,,Normal Beard Black,,,,,,
1900,77.07,8120,3,Female,Female-Mid,Mohawk Dark,,,Mole,,,Black Lipstick,,
1901,95.04,5952,3,Male,Male-Dark,Headband,Regular Shades,Mustache,,,,,,
1902,60.33,9688,2,Female,Female-Dark,Bandana,,,,,,Purple Lipstick,,
1903,275.46,217,1,Male,Male-Mid,Beanie,,,,,,,,
1904,52.79,9926,2,Male,Male-Mid,Frumpy Hair,,,,,Cigarette,,,
1905,60.16,9702,2,Male,Male-Dark,Frumpy Hair,Horned Rim Glasses,,,,,,,
1906,130.68,2434,2,Female,Female-Dark,Straight Hair Blonde,Purple Eye Shadow,,,,,,,
1907,137.7,2050,3,Female,Female-Dark,Dark Hair,Blue Eye Shadow,,,,,Purple Lipstick,,
1908,73.08,8607,2,Male,Male-Albino,Headband,Horned Rim Glasses,,,,,,,
1909,89.68,6608,3,Male,Male-Mid,Bandana,Big Shades,Goat,,,,,,
1910,106.23,4735,4,Female,Female-Mid,Crazy Hair,Purple Eye Shadow,,Mole,,,,,Earring
1911,230.37,378,3,Female,Female-Albino,Orange Side,Green Eye Shadow,,,,Cigarette,,,
1912,107.72,4536,3,Male,Male-Light,Peak Spike,Classic Shades,,,,,Frown,,
1913,106.67,4669,3,Female,Female-Light,Straight Hair,,,,,,Hot Lipstick,,Earring
1914,140.44,1896,4,Female,Female-Mid,Frumpy Hair,Classic Shades,,,Gold Chain,,Hot Lipstick,,
1915,62.81,9422,2,Female,Female-Light,Mohawk,,,,,,Black Lipstick,,
1916,87.37,6802,2,Male,Male-Mid,Do-rag,,Normal Beard Black,,,,,,
1917,83.3,7279,2,Female,Female-Mid,Frumpy Hair,Purple Eye Shadow,,,,,,,
1918,108.26,4458,3,Female,Female-Mid,Blonde Bob,,,,,,Hot Lipstick,,Earring
1919,90.93,6457,2,Male,Male-Light,Peak Spike,,,,,,Frown,,
1920,90.13,6553,3,Male,Male-Albino,Mohawk Dark,,Goat,,,,,,Earring
1921,94.48,6022,4,Male,Male-Light,Cap,Clown Eyes Green,,Mole,,,,,Earring
1922,83.75,7231,2,Male,Male-Albino,Knitted Cap,VR,,,,,,,
1923,110.67,4167,3,Male,Male-Mid,Wild Hair,,Goat,,,Vape,,,
1924,124.36,2963,2,Female,Female-Dark,Dark Hair,Blue Eye Shadow,,,,,,,
1925,77.37,8068,2,Male,Male-Dark,Hoodie,Classic Shades,,,,,,,
1926,115.81,3743,2,Female,Female-Light,Blonde Short,,,,,,Hot Lipstick,,
1927,75.53,8368,2,Male,Male-Dark,Mohawk Thin,,Muttonchops,,,,,,
1928,69.18,8946,2,Male,Male-Dark,Crazy Hair,Clown Eyes Green,,,,,,,
1929,107.57,4556,2,Male,Male-Dark,Police Cap,,Front Beard Dark,,,,,,
1930,73.27,8594,2,Female,Female-Dark,Crazy Hair,Clown Eyes Blue,,,,,,,
1931,213.54,500,2,Female,Female-Dark,Pilot Helmet,,,,,,,,Earring
1932,97.92,5596,4,Male,Male-Mid,Wild Hair,Big Shades,Muttonchops,,,,,,Earring
